Médecin_ID,Nom,Prénom,Spécialité,Code Postal,Ville,Département,Région
13504b72-6b7e-4fbc-a12e-0575b2cad240,Nguyen,Augustin,Généraliste,33556,Robin-sur-Mer,Corrèze,Midi-Pyrénées
56726207-2ff8-4b97-8916-120caffecdb1,David,Jeannine,Généraliste,74574,Pinto,Eure-et-Loir,Province-Alpes-Côte d'Azur
e78f6baa-6d12-4988-83ce-61e770ee0012,Rousset,Éléonore,Pédiatre,99488,Colasboeuf,Pyrénées-Atlantiques,Île-de-France
90136b67-7420-4966-8635-1af6597cf981,Petitjean,Cécile,Ophtalmologue,77358,Colas,Haute-Vienne,Centre
b95bc8c9-3767-4d1a-a4e1-2e30c287662a,Lefort,Guy,Généraliste,93366,Allain,Gard,Saint-Barthélémy
cba2881c-ef7c-40f8-8162-8a429e0870be,Da Costa,Robert,Généraliste,05845,Nicolasboeuf,Vendée,Saint-Pierre-et-Miquelon
d3ee2738-30ec-4fb7-a7b1-16abb0c823b0,Pascal,Manon,Cardiologue,13283,Meunier,Calvados,Bretagne
66dccfde-5c1e-4283-84e8-8f07f46da17d,Barbier,Chantal,Pédiatre,93390,Sainte Julie,Gironde,Guyane
32fd7df8-2cb3-44f3-8964-8124b2b7ee80,Arnaud,Adélaïde,Pédiatre,51182,Boulay,Aude,Bretagne
b69a6a98-bae7-4feb-8ab5-f2261d8b6be8,Maurice,Élodie,Généraliste,66880,Pelletierboeuf,Bouches-du-Rhône,Mayotte
1e7c9e63-52e5-410b-a78f-3e40ef4359d7,Becker,Anouk,Généraliste,16611,Giraud-les-Bains,Deux-Sèvres,Île-de-France
598e073f-71c4-47e8-ad76-23a5756f0201,Blondel,Antoinette,Cardiologue,88740,Aubert,Haute-Marne,Auvergne
da244b64-b02d-4f9d-87e1-35dbadc2895e,Aubry,Luc,Ophtalmologue,12850,Bertin,Morbihan,Bretagne
dbda58bd-662d-4e29-b81c-e7eb7995dc2f,Michaud,Sabine,Cardiologue,80382,Jacob,Yvelines,Bretagne
3ed6e8df-2007-45b2-b5e7-944e074c476b,Moreno,Georges,Ophtalmologue,35920,Joseph,Eure,Basse-Normandie
9a761ad7-d1f0-4a5a-9240-6a63f22ca494,Gaudin,Françoise,Cardiologue,03623,Mathieu-sur-Boulay,Loir-et-Cher,Mayotte
fdfc8fa1-8e62-4bfe-bb80-331859be64a5,Lopes,Adrienne,Cardiologue,38313,Sainte Isaacnec,Haute-Savoie,Languedoc-Roussillon
ac727aab-dfdb-4867-8b60-7e97ef287395,Gosselin,Marine,Cardiologue,16830,DelahayeBourg,Moselle,Wallis-et-Futuna
63d6765c-cea2-481b-83ca-c0a698462ac2,Thibault,Catherine,Généraliste,94360,Guibert,Paris,Wallis-et-Futuna
ca5e04e2-56ad-46ec-93d2-04c0ed70a20e,Evrard,Maurice,Généraliste,48260,DupuisBourg,Essonne,Guyane
48fa450d-6ad2-42bf-9d22-d547ff4ed66a,Martineau,Anne,Généraliste,45635,Poirier,Côte-d'Or,Corse
84281390-eb7a-41f6-9314-02b95c42100f,Gérard,Marie,Pédiatre,45977,Saint Marthenec,Seine-Maritime,Saint-Martin
03d48417-9b2b-47c1-a681-f54768668f45,Vaillant,Célina,Dermatologue,52470,Rivièrenec,Gers,Bretagne
795e737b-6ecf-40fb-b2b5-7a9b89bda8da,Bègue,Virginie,Dermatologue,03809,Saint Grégoire,Charente,Bretagne
a4dddb90-1caf-4a73-a7ba-13bbcb817432,Lebreton,Lucy,Dermatologue,52184,Sainte Laure,Var,Aquitaine
e0ef1111-1b0a-4a43-be1f-c2b33724e78f,Gilbert,Louis,Pédiatre,24193,Le Goffboeuf,Haute-Loire,Alsace
732b657a-0b81-4a52-8246-d33867a97e86,Lemaire,Andrée,Généraliste,50539,Sainte Aurélie,Côtes-d'Armor,Province-Alpes-Côte d'Azur
04ae9c15-3414-4dc9-98b0-67fd11fa02d8,Vaillant,Jérôme,Cardiologue,23605,Colas-sur-De Oliveira,Landes,Picardie
ed54cecf-837a-4293-a651-b33862f1c196,Renaud,Valérie,Généraliste,36298,Vidal,Haute-Loire,Nouvelle-Calédonie
54497345-5712-47c5-8e30-b744e47877f4,Perrot,David,Pédiatre,03249,Ollivier,Allier,Basse-Normandie
b95ff050-6cb7-4fc0-8c0a-3e319b9e206c,Antoine,Nathalie,Cardiologue,12385,Colin,Ille-et-Vilaine,Corse
87192c66-c0c0-4a26-b21a-bc71b79cdc87,Evrard,Jeannine,Cardiologue,79472,Saint Grégoire,Aude,Languedoc-Roussillon
8b2efb77-54c1-4e3f-a8a9-00ddc8ea91fe,Lebon,Jeanne,Généraliste,21948,Cousin,Deux-Sèvres,Île-de-France
340e1f78-197e-4e0e-9c6d-43babd835172,Louis,Vincent,Généraliste,57617,Saint Stéphanenec,Ain,Lorraine
31060732-d70f-4724-88e8-20f757184a07,Ferrand,Margot,Pédiatre,24299,Texier,Dordogne,Picardie
25aa67d7-016f-46c9-a982-822e6821b26f,Mathieu,Astrid,Dermatologue,35868,BlondelVille,Paris,Guyane
db05c07f-bbb8-4664-8d2d-e3f4818273ef,Barbier,Jacqueline,Cardiologue,55909,Cousin,La Réunion,Guadeloupe
841dd9c3-a4d6-41ec-98d6-fd7a4a03ea44,Normand,Martin,Ophtalmologue,38309,Sainte Alexandre-la-Forêt,Gard,Polynésie française
d84a44d0-0d7a-40e9-98da-cd0e4ee3d2e9,Gimenez,Margot,Pédiatre,79524,Bazin-la-Forêt,Landes,Basse-Normandie
ca432997-f594-4c73-a01d-294e6d2c4f34,Lopez,Richard,Ophtalmologue,19440,Gautier-sur-Camus,Loiret,Polynésie française
fd1a2d1b-5998-40ac-af62-c351cb974f56,Mercier,Gabriel,Pédiatre,73520,Leconte,Haute-Vienne,Corse
b0ecf744-0521-4469-8db7-882189123004,Cordier,Alice,Dermatologue,24549,Moreno,Seine-et-Marne,Auvergne
133eb251-1818-4b76-9727-4e4603645f6a,Pires,Maryse,Ophtalmologue,73850,Mathieu,Loire-Atlantique,Haute-Normandie
da53f09c-4cc1-485c-8801-f4515fb1059f,Besson,André,Pédiatre,75469,Allain,Var,Province-Alpes-Côte d'Azur
f0b2e5ed-9a67-4ca3-a3cf-5df7de0ca552,Vallée,Margaret,Pédiatre,30322,Sancheznec,Alpes-de-Haute-Provence,Lorraine
175daf4e-3ec7-4b7d-8e2c-b5759cb6b118,Dupré,Bernard,Ophtalmologue,46642,Hamon,Pas-de-Calais,Franche-Comté
4b339786-071a-4495-bf3d-3a26e602cab9,Julien,Dominique,Dermatologue,69540,Dumas,Val-de-Marne,Poitou-Charentes
af22f4e1-82d5-47e5-8c92-2313d4407232,Guyon,Aurore,Pédiatre,01530,ThomasVille,Charente-Maritime,Midi-Pyrénées
5f3f602e-f369-4f0b-85c1-4256ed39caf4,Moulin,Lorraine,Dermatologue,55920,Saint Jeanne,Sarthe,Nouvelle-Calédonie
f72d93ac-2607-4185-b535-071b6641eaa3,Laine,Théophile,Ophtalmologue,79748,Bonnin,Bouches-du-Rhône,Languedoc-Roussillon
aba32d62-549c-4a75-bca5-1cae068672b2,Martin,Pierre,Cardiologue,02795,Bèguenec,Gard,Alsace
28fa6200-19f9-4193-acfd-6618ae25aa25,Besson,Camille,Généraliste,43149,Marie,Haute-Marne,Corse
8917e5ac-98ce-42c0-b982-7e8f3e70c7bb,Wagner,Auguste,Ophtalmologue,72329,Leclerc-sur-Delattre,Vosges,Limousin
54beeafd-0bdf-4672-9271-4dfdd001fc9f,Besson,Nathalie,Dermatologue,70307,Roche-sur-Ramos,Essonne,Centre
7835eb7e-6a13-435a-8f58-44c543d9d37b,Pottier,Nicolas,Généraliste,40872,Bertinnec,Savoie,Nouvelle-Calédonie
487bc5f3-9259-49b5-91d0-fa00bc8b7657,Chevalier,Margot,Dermatologue,23325,Sainte CatherineBourg,Gironde,Lorraine
7221d561-c8df-46cc-86e4-cf296708b84a,Godard,Hugues,Dermatologue,40225,Lefèvrenec,Haute-Saône,Midi-Pyrénées
47d23edb-b617-4d14-890c-f70e22727e97,Sanchez,Odette,Dermatologue,55365,Humbertdan,Ille-et-Vilaine,Franche-Comté
3e697b7d-7f42-4725-94e1-ffd90a388b59,Texier,Laurence,Dermatologue,93052,Lucas,Oise,Mayotte
2f9f420f-0111-4bd5-9d99-69a3e7f65ee2,Garcia,Benjamin,Dermatologue,86800,Jourdan,Rhône,Limousin
1d84ddfe-3c0f-44a1-90c3-2d8bdf2e9543,Gonzalez,Richard,Ophtalmologue,06261,Perrin,Ille-et-Vilaine,Martinique
62fcc67b-db1c-46b1-8491-4266147d0a6d,Pruvost,Renée,Généraliste,93333,Lemonnier,Alpes-Maritimes,Bourgogne
d6638a6d-4093-4546-b1ea-e051796d2d52,Marchand,Aurélie,Pédiatre,34456,Saint Joseph,Indre,Province-Alpes-Côte d'Azur
f02903e2-5646-4acd-acf0-93292a8db097,Ruiz,Augustin,Cardiologue,91510,Payet,Ain,Languedoc-Roussillon
f2730286-fb27-4ce6-9d2b-e13287fb87dc,Durand,Éléonore,Généraliste,08551,GuillaumeVille,Haute-Marne,Guadeloupe
1f714144-8aee-4a59-a08a-f9c54bc2412d,Germain,Eugène,Pédiatre,53540,Le Gall-sur-Lebon,Yvelines,Champagne-Ardenne
e828536c-5d9a-434c-9f94-2a2ee8144016,Rousseau,Mathilde,Cardiologue,08425,HamonBourg,Charente-Maritime,Guadeloupe
e0dd4ba8-f544-4c87-913f-46e00af97f1c,Raynaud,Nathalie,Généraliste,68664,Delattre-sur-Rousset,Ariège,Saint-Barthélémy
352663ce-6b00-485c-9a50-53123bc861fa,Le Roux,Zacharie,Pédiatre,15194,DumasBourg,Finistère,Réunion
7124b8ef-5c45-4471-be61-feb53b16f646,Moulin,Adrien,Cardiologue,40629,Diallo,Paris,Corse
cb99f1cd-738d-4160-8a12-7d659aa28cff,Jourdan,Michelle,Généraliste,32707,LemoineBourg,Morbihan,Auvergne
e9f86d54-7729-4fbd-a765-7e5fa0cf7b25,Turpin,Eugène,Cardiologue,05344,Saint Henriette,Manche,Polynésie française
5dbee0ae-9c0b-4e61-950a-3276e344be35,Blin,Capucine,Cardiologue,57210,Sainte EmmanuelBourg,Mayenne,Bourgogne
ad88ec19-a4eb-41e7-9d19-b8a57fa78edf,Blondel,Anouk,Pédiatre,64055,LegendreBourg,Landes,Lorraine
16a6e719-7757-47e2-b884-e3b17298b590,Laurent,Corinne,Cardiologue,73528,GaillardVille,Indre,Champagne-Ardenne
bba48ed8-d0ee-4733-ab9f-2c7ab712e3e8,Garcia,Christiane,Dermatologue,65420,Lebrundan,Calvados,Auvergne
a40594c6-6a55-40ee-b0a1-5b223adf98b0,Garcia,Susan,Dermatologue,36252,Caronboeuf,Territoire de Belfort,Bretagne
39605151-b354-484d-b673-fe557ca8008a,Moulin,Marcel,Ophtalmologue,56774,Sainte Arthurdan,Vienne,Bretagne
83aadf38-0313-4fee-9d89-4a9bedaccff6,Barre,Vincent,Généraliste,61752,PonsVille,Saône-et-Loire,Alsace
9258775c-aa98-4f4e-abde-9b53d751b250,Poirier,Dorothée,Pédiatre,28137,Maillard,Hérault,Franche-Comté
2246cc7a-81c6-41a6-b83f-ed527fd2634a,Legendre,Monique,Dermatologue,55731,Tanguy,Haute-Garonne,Haute-Normandie
123f4c7e-9e4c-4d6a-b373-1a80325dcb16,Auger,Joseph,Généraliste,05470,Jourdan,Saône-et-Loire,Martinique
08f13b49-5b9c-4b25-b22b-ae04af6ba50f,Hamon,Gabriel,Dermatologue,18890,Duval-sur-Mer,Loire,Rhone-Alpes
9a9a8e81-c019-4ba8-aa18-ddb5ec65cb77,Barthelemy,Jeanne,Pédiatre,14729,Morvan,Charente,Centre
ccdeb54b-13bd-406c-b12d-2ef755c31899,Bertin,Daniel,Pédiatre,67732,Saint Margot-la-Forêt,Landes,Limousin
046b1f91-a3b1-4586-9338-c8bd600a3f99,Rodriguez,Adrien,Cardiologue,43133,Sainte Mathildeboeuf,Rhône,Province-Alpes-Côte d'Azur
427bcd93-24d7-4fba-b25c-dc0f89f9534e,Bouvier,Yves,Pédiatre,49215,Sauvage,Hérault,Saint-Martin
01ae2872-f75e-451f-ac1e-80835ead337d,Gaudin,Anastasie,Dermatologue,97153,Daniel,Aveyron,Limousin
b9fa427b-2600-471e-9c6f-9e7476c4e71f,Lefort,Antoinette,Pédiatre,45846,Sainte Simone-la-Forêt,Haute-Loire,Mayotte
e958dbd8-ff5e-45b2-a670-0492c3cad462,Thomas,Océane,Dermatologue,68130,Guillou-sur-Girard,Seine-Saint-Denis,Nouvelle-Calédonie
cdb3a9a2-36b3-4651-b8d5-5df7f7c03340,Pichon,Victor,Cardiologue,18384,DuboisBourg,Vaucluse,Limousin
f73c35ff-e414-4b94-930d-4e92bf6ba095,Dumont,Antoinette,Pédiatre,51106,Salmon,Corse-du-Sud,Martinique
d4dca804-e9d9-44f3-ad79-1166b4a23711,Courtois,Alexandrie,Dermatologue,82730,Guillet,Rhône,Alsace
fb846669-f176-408e-a7fb-9cfb0bdd48a5,Bouchet,Agathe,Pédiatre,25478,Andre-sur-Vasseur,Vendée,Martinique
8018f929-33a9-4fc6-8715-050a1a7b4861,Muller,Gilbert,Ophtalmologue,11351,Sainte Christiane,Ardèche,Midi-Pyrénées
3a81173c-8a54-4293-beb1-b2f78cb64eac,Becker,Sabine,Dermatologue,71080,Sainte Christophe,Oise,Auvergne
ea0c6987-514f-439f-841b-e0ceea0d860a,Imbert,Timothée,Pédiatre,39883,Rémy-la-Forêt,Hautes-Pyrénées,Île-de-France
bfc8b662-f521-474e-927c-e56dcf10a7a0,Hamon,Hortense,Dermatologue,93480,Guillet,Lozère,Saint-Martin
e6a99a88-6295-4938-80b6-8df7deda9db6,Étienne,Gabrielle,Généraliste,99595,Didier,Morbihan,Midi-Pyrénées
025a1f84-a8e5-4557-a50b-51a812463c57,Cohen,Tristan,Généraliste,95113,Reydan,Val-de-Marne,Nord-Pas-de-Calais
3a976896-1acc-4ad8-aa3a-fe17b821ee2b,Delorme,Stéphane,Généraliste,70570,Dupuis,Ardèche,Réunion
3fbe5f23-1028-4606-829d-f0df65f5bcc2,Millet,Lorraine,Pédiatre,78508,Potier,Orne,Mayotte
0990f70b-60b6-4020-a051-1e1b9e2b5688,Leblanc,Christophe,Cardiologue,27304,GauthierVille,Haute-Garonne,Réunion
844705eb-1050-49f4-a38b-58bde3220489,Schneider,Gabriel,Dermatologue,36163,Saint Patricia-la-Forêt,Indre,Midi-Pyrénées
eb0256ed-d1a9-4de3-a03b-90e7721f2015,Tessier,Élisabeth,Généraliste,27457,Henry,Deux-Sèvres,Guyane
ba7e5b60-9854-407a-8e42-8921922340e4,Bourgeois,Anastasie,Cardiologue,03184,Garcia,Vaucluse,Midi-Pyrénées
ca196842-874c-4540-8b3e-4691b9a43f10,Jacquot,Louise,Ophtalmologue,84525,Ledouxdan,Martinique,Midi-Pyrénées
071bcca5-9130-4a6a-8183-e1aea1eca11d,Menard,Inès,Généraliste,07371,Ollivier-sur-Mer,Allier,Picardie
b9406c2f-b5ba-4417-83b8-317c8ff0e4c9,Potier,Guillaume,Cardiologue,73125,Baron,Orne,Languedoc-Roussillon
833fc427-5824-4704-89ff-cf483d305233,Garnier,Jeanne,Ophtalmologue,27038,Vallet,Allier,Guadeloupe
ea8a298f-8a11-44f8-9b55-786284cbc869,Laine,Louis,Pédiatre,44258,Saint Laure,Deux-Sèvres,Basse-Normandie
a746e0bb-f482-4573-9d3f-0fc7bd06c3e0,Gay,Lucas,Dermatologue,22052,Saint Lorraine,Alpes-de-Haute-Provence,Picardie
50bc2133-8336-4288-9632-d44dbb22d688,Diaz,Thérèse,Dermatologue,11267,Mullerboeuf,Bas-Rhin,Saint-Barthélémy
dc04ba01-bb12-452c-98b5-7d50670fa1af,Fontaine,Manon,Ophtalmologue,72190,Caron,Allier,Picardie
b69dd815-2529-4cfc-8900-9450979af24f,Letellier,Claire,Pédiatre,40380,Pages-les-Bains,Tarn,Rhone-Alpes
8f2ce8c2-16ab-4bed-be87-821432074639,Gauthier,Élisabeth,Pédiatre,42917,Costenec,Indre,Polynésie française
19eee997-a59b-4a22-a03a-5f13e3da3371,Delahaye,Cécile,Pédiatre,67531,Faure,Meuse,Franche-Comté
50dd6663-4493-4a17-810c-7abf807b2cc3,Coste,Marguerite,Pédiatre,54369,Saint XavierBourg,Lot-et-Garonne,Limousin
4c190d8a-c632-43af-a6f3-7699a7a2d218,Julien,Aurélie,Cardiologue,48206,RousselBourg,Alpes-Maritimes,Haute-Normandie
cdf61495-72d2-4067-a989-e0a0d30a8870,Boulanger,Raymond,Cardiologue,95912,Saint Roger,Aisne,Limousin
1002763b-0241-4381-8f0f-9079c349766c,Sauvage,Marguerite,Ophtalmologue,09676,David,Loir-et-Cher,Rhone-Alpes
2b0a0ac9-a852-4e0d-9e7c-9e255bf10337,Brunel,Audrey,Dermatologue,62229,MullerVille,Ariège,Wallis-et-Futuna
e4dec0b1-b81d-4fb5-aef4-456cc1a0794e,Antoine,Marie,Pédiatre,30964,Charles,Guadeloupe,Saint-Martin
1e23f5ef-a908-4908-8747-ddf2835cc0bc,Marques,Louise,Généraliste,66037,Legendreboeuf,Gironde,Province-Alpes-Côte d'Azur
70fb2f80-a17c-4f74-a685-6ec940bd9ddc,Pinto,Arnaude,Dermatologue,34948,Bernard,Haute-Savoie,Aquitaine
07d8a381-daef-4123-8442-2f6dedd4d89f,Dubois,Adélaïde,Dermatologue,25442,Saint Inès,Seine-Maritime,Auvergne
83bebfda-5f42-45bd-9847-9e8a049515c7,Baron,Gérard,Dermatologue,73977,Pascal,Gers,Picardie
2020003a-2a74-4ff3-af57-f7bcd9062169,Ollivier,Hélène,Dermatologue,22069,Maury-les-Bains,Hautes-Alpes,Pays-de-Loire
0223a775-b32f-4d52-b12a-08ad322747ce,Leclercq,Hortense,Dermatologue,76910,Blinnec,Pyrénées-Orientales,Guadeloupe
c75d52cc-80d0-47a5-8205-a64d1127e52f,Morvan,Manon,Ophtalmologue,27414,Diaz,Loire-Atlantique,Basse-Normandie
71ca9665-c007-47df-bec0-ebaad41ce7b8,De Sousa,Maurice,Dermatologue,38472,Sainte Stéphaneboeuf,Landes,Île-de-France
a642ad38-c794-40c4-af61-49c5a3df183e,Renault,Sabine,Pédiatre,86992,Buisson,Charente-Maritime,Guadeloupe
98057a50-b36b-4830-8f5a-cdc8d3c75d8d,Lévêque,Stéphanie,Pédiatre,08704,Perrier-les-Bains,La Réunion,Wallis-et-Futuna
f086acca-9b6a-4536-a302-f872239b2b78,Pichon,Léon,Généraliste,97002,Cohen-sur-Gallet,Haute-Garonne,Auvergne
8489e3b5-ca8c-44ba-9ab2-528af2ecf1cb,Rocher,Claude,Pédiatre,96708,Sainte Claudineboeuf,Drôme,Guadeloupe
9b155dae-6618-4fe3-a759-3add36eaf7e9,Lejeune,Georges,Ophtalmologue,41191,Gimenez,Yonne,Languedoc-Roussillon
028d23e4-f7b1-4463-9845-c1d9e3e2dc7d,Meyer,Anaïs,Ophtalmologue,05032,Dupuy,Yvelines,Lorraine
ccdf8158-cd5b-45d7-a691-3617417370e3,Dumont,Margaret,Généraliste,47526,Maillot-la-Forêt,Ain,Wallis-et-Futuna
4dd9171e-b401-4b90-984b-c9407aa89968,Fernandes,Jules,Ophtalmologue,73587,Picard,Val-de-Marne,Aquitaine
34bc48ad-6e8e-469f-a207-559c9b09a29f,Gonzalez,Roland,Cardiologue,56396,Torresnec,Mayenne,Haute-Normandie
a9e71e31-45be-44d4-ad91-70dbfb94a797,Bourdon,Corinne,Dermatologue,08855,Sainte Alaindan,Territoire de Belfort,Martinique
002abb68-8854-4197-ac08-4e56c4461ab9,Bourdon,Bernard,Pédiatre,72818,Prévost,Bouches-du-Rhône,Franche-Comté
beff8160-f3fd-44b9-8efb-d658a5ea9bc9,Pinto,Daniel,Généraliste,42047,Bertrandnec,Lot,Pays-de-Loire
a270f83c-a179-4bd4-9478-f665315dde43,Rousset,Pauline,Cardiologue,26200,Grondin,Alpes-Maritimes,Lorraine
cde5c72a-6372-4ae6-b045-13d79c555c88,Louis,Suzanne,Dermatologue,70311,Wagner,Marne,Languedoc-Roussillon
60594e98-2bb1-47c6-9210-4a9c8311416e,Menard,Éléonore,Pédiatre,89227,Vincent,Vosges,Rhone-Alpes
672dc29c-f669-4ec3-a03d-3db282e60897,Pinto,Martin,Généraliste,42643,Sainte VincentBourg,Marne,Bretagne
c5f21553-e964-4185-b3a7-26ba51a4c165,Ramos,Marine,Pédiatre,27031,Merle,Loire,Alsace
b76c9462-e079-434c-9630-99876fcc014c,Poulain,Mathilde,Ophtalmologue,18732,Lopez-sur-Faure,Aube,Lorraine
aa311d9b-67ca-472c-aae3-d98062ba4377,Jacob,Louis,Généraliste,23737,DelattreBourg,Indre,Martinique
c09e3e16-74fb-4256-821a-cc7b5e4be9d6,Samson,Maurice,Généraliste,59911,Diaz,Ille-et-Vilaine,Basse-Normandie
7db5332c-294d-4b3a-951e-56016849307a,Teixeira,Corinne,Ophtalmologue,39923,Laroche,Gers,Nord-Pas-de-Calais
5b1dac1d-6532-468d-8b9f-84a3b1224e9f,Fischer,Éléonore,Pédiatre,41873,Richarddan,Cantal,Nouvelle-Calédonie
7327c62c-8d36-4e00-a51c-aca3d632c8aa,Martins,Guillaume,Pédiatre,72412,Pires,Haute-Corse,Guyane
baaecf72-ae5a-49cf-963a-62832bc9d1fc,Maillard,Claire,Généraliste,76561,Carre,Loire,Centre
207aa668-ade2-4b3c-953f-97fe6eec78ca,Boyer,Caroline,Pédiatre,94183,Sainte Bernard,Loir-et-Cher,Picardie
13b07321-460e-458b-ba92-03bbe0ccde8f,Couturier,Pénélope,Ophtalmologue,16106,Nicolas,Finistère,Guadeloupe
b08f7a81-12cd-48c4-8418-3519fcbe1e9b,Jean,Jacqueline,Cardiologue,50395,Leducboeuf,Nord,Picardie
3d4da977-ae66-4778-898f-e5403a704627,Leroux,Philippine,Généraliste,33560,Martineau,Bas-Rhin,Corse
009197e0-3a53-448a-93ef-7f414815c577,Schneider,Michelle,Généraliste,98403,Sainte Philippine,Guadeloupe,Franche-Comté
cc06690d-fba8-49d6-ba9c-5eaf94645b8b,Barbe,Daniel,Cardiologue,77570,Sanchezboeuf,Aveyron,Mayotte
93aaf28e-5d44-4b06-b2e3-742b726ce5ff,Weiss,Eugène,Pédiatre,04454,Lemonnier,Haute-Corse,Guadeloupe
d9f9f0b4-44fe-48a8-aa1b-2c2f94c949e0,Weber,Arnaude,Pédiatre,76709,Thibault-sur-Tessier,Essonne,Saint-Pierre-et-Miquelon
d081a059-f35f-4567-ac4d-390b87e2d2b1,Monnier,Paulette,Généraliste,94282,Martel-sur-Bouvet,Gironde,Poitou-Charentes
cfd76205-7f2c-4bcb-9329-4d8ab504f071,Dos Santos,Alice,Cardiologue,31315,Valette,Ardèche,Poitou-Charentes
c258fd2a-d1d0-4814-afba-fbf76ebaeab9,Dumont,Étienne,Dermatologue,62803,Sainte Olivier,Charente,Saint-Barthélémy
81b2121a-1f81-47bf-8812-dd50e5d02752,Gillet,Dorothée,Pédiatre,99498,Peron,Sarthe,Midi-Pyrénées
0a9963d9-e8c0-44b3-97fd-ba0f98c78db3,Marques,Honoré,Dermatologue,53895,Girard-sur-Mer,Puy-de-Dôme,Saint-Barthélémy
db903f01-d1f8-4feb-b366-d588249fbb7e,Texier,Nicolas,Généraliste,60676,Girard-les-Bains,Gironde,Province-Alpes-Côte d'Azur
728dab93-010c-47f3-b3ef-70a60137f47a,Garnier,Thomas,Ophtalmologue,59548,Marie,Val-de-Marne,Île-de-France
adfb9518-9b00-45bc-b758-016ec6263ee6,Texier,Robert,Cardiologue,95338,Weber,Drôme,Nord-Pas-de-Calais
64af8f3f-286c-410c-8482-52051156b9fc,Tanguy,Céline,Dermatologue,92420,Boyer-sur-Robert,Deux-Sèvres,Bourgogne
8c09396a-738f-4a05-8079-1bead979e917,Gauthier,Lucas,Cardiologue,26401,Coulon-sur-Blanc,Hautes-Pyrénées,Nouvelle-Calédonie
c2b62ed9-87b5-4e53-abd0-4a38515e99e4,Foucher,Céline,Généraliste,55769,Delattre,Dordogne,Pays-de-Loire
ec74d8c4-be8c-42e3-b683-02c39cc3d5af,Lopes,Gilbert,Dermatologue,30772,Marin,Finistère,Bretagne
d73bb1e0-38a3-46de-acba-6c27ef00a4b6,Perrot,Stéphane,Cardiologue,32162,Martel,Orne,Pays-de-Loire
5ab5365c-8947-42e0-adf6-86224e6654d5,Le Gall,Susanne,Dermatologue,78337,Wagner,Seine-Saint-Denis,Guadeloupe
29f0d550-f7fd-4740-9f6e-495e0a80bf24,Bourgeois,Olivier,Généraliste,33632,Traore,Haute-Savoie,Guyane
adee7f0e-21b8-4294-be88-46b758f0b57c,Antoine,Odette,Dermatologue,75636,JourdanBourg,Meuse,Saint-Barthélémy
5667b752-35ea-4b6a-ace0-6f2ee8f3d276,Vasseur,Anaïs,Cardiologue,54327,Hubert-sur-Mer,Yonne,Bretagne
b1cb106b-2d83-4cdd-a05e-1cb8df0dc38a,Dupuy,Hortense,Généraliste,72245,Baronboeuf,Bas-Rhin,Wallis-et-Futuna
6f111298-b94e-41f8-9ddc-e315f1aa25d1,Garnier,Alain,Généraliste,50173,Ruiz-les-Bains,Loir-et-Cher,Limousin
cc910d15-57eb-4755-8271-dfddad66e9f9,Lombard,Anne,Ophtalmologue,78044,Joseph-les-Bains,Eure-et-Loir,Nouvelle-Calédonie
0804b13c-9e91-4ec7-a5e6-e73b9423f13b,Vallet,Françoise,Ophtalmologue,53365,Giraud,Calvados,Franche-Comté
62ee9940-eace-4ccc-b650-909cc2f3fdca,Jean,Anaïs,Cardiologue,51652,Philippe-sur-Mer,Bas-Rhin,Bretagne
ca00d063-284a-4b04-b099-f1b6dbbd8d25,Andre,Bertrand,Pédiatre,49451,Legros,Seine-et-Marne,Limousin
78eaec35-a18e-40f2-be12-ab2321d6cce0,Lopes,Tristan,Ophtalmologue,04629,Pineau,Ain,Martinique
e13b2865-4774-451a-bf00-6895d1008de1,Chevallier,Joseph,Ophtalmologue,86708,Georges,Ain,Franche-Comté
6e471c2d-425a-45e0-a938-d261decd085c,Couturier,Franck,Généraliste,19516,Pineau,Pyrénées-Atlantiques,Province-Alpes-Côte d'Azur
dfb2be9b-f041-40f5-9bd5-0f3ec4cbb875,Meunier,Bernard,Cardiologue,39778,Fleury,Tarn,Polynésie française
458f31e0-40db-49a4-a904-b11ef4c820ef,Humbert,Margaux,Généraliste,43658,Marty,Tarn,Province-Alpes-Côte d'Azur
11d29620-e674-445d-99ff-5fafd20ff84b,Paul,Roger,Cardiologue,03962,Colinboeuf,Ariège,Saint-Pierre-et-Miquelon
456838bd-8245-486c-a19e-8ac7a392f670,Huet,Étienne,Généraliste,12990,Valentindan,Doubs,Province-Alpes-Côte d'Azur
48aee67c-c480-4f05-b06c-1db8eb523c32,Couturier,Marcel,Pédiatre,60321,Moreno,Ariège,Aquitaine
eae47fcd-741a-4688-9b9c-8934cc4a353d,Blanchard,Élodie,Dermatologue,22365,Ramos,Nord,Centre
eaa399a5-25bc-440d-a18e-1bf89cc2cdcf,Pelletier,Alexandria,Dermatologue,09103,LegrandBourg,Vosges,Lorraine
31958c37-fb3b-426b-bdbd-7cff472430d0,Pasquier,Jérôme,Pédiatre,00802,BonninVille,Lot,Basse-Normandie
b78a6553-e669-48e4-8fb9-29cc167607cd,Rocher,Grégoire,Cardiologue,00801,Ollivier-sur-Clément,Somme,Alsace
bef9fdbd-edff-4b9b-81f1-ac0f7cf77b27,Alexandre,Lorraine,Généraliste,77893,Morenoboeuf,Vienne,Guyane
